pur_cust,pur_prod,pur_date,pur_amount,pur_store_id
7,3,2015-04-14,55.19,7
7,7,2015-04-07,17.51,7
3,12,2015-04-08,75.49,15
4,6,2015-04-10,13.44,17
8,2,2015-04-04,33.28,3
3,7,2015-04-06,65.21,20
3,10,2015-04-08,11.84,10
3,14,2015-04-14,18.82,4
10,11,2015-04-10,36.25,10
8,9,2015-04-02,49.32,20
9,9,2015-04-03,19.95,16
5,9,2015-04-01,86.20,18
4,3,2015-04-13,91.05,16
1,14,2015-04-10,87.24,18
3,13,2015-04-08,86.80,14
9,6,2015-04-04,45.60,15
11,9,2015-04-14,47.95,2
2,7,2015-04-02,93.90,15
0,4,2015-04-07,61.73,6
6,10,2015-04-14,8.31,1
2,14,2015-04-12,89.99,15
11,1,2015-04-04,32.43,18
4,13,2015-04-11,73.96,13
10,0,2015-04-06,81.63,4
3,2,2015-04-04,45.98,15
11,3,2015-04-07,100.05,8
3,6,2015-04-10,32.24,9
7,0,2015-04-09,94.00,3
5,4,2015-04-10,68.51,8
4,14,2015-04-06,25.49,10
4,14,2015-04-03,31.38,7
11,0,2015-04-13,38.77,18
7,1,2015-04-05,93.49,4
7,7,2015-04-09,65.61,6
11,0,2015-04-12,70.37,6
0,14,2015-04-05,62.02,12
11,2,2015-04-05,10.24,8
4,7,2015-04-06,29.76,9
8,10,2015-04-11,18.32,18
1,3,2015-04-04,13.27,16
3,1,2015-04-05,7.19,16
3,2,2015-04-01,30.71,6
7,4,2015-04-07,88.48,13
8,14,2015-04-03,99.52,18
6,11,2015-04-10,8.58,18
6,5,2015-04-11,22.30,3
3,11,2015-04-14,91.97,12
4,3,2015-04-13,77.43,19
5,2,2015-04-09,47.29,2
1,3,2015-04-05,88.14,7
3,9,2015-04-08,41.76,7
7,14,2015-04-03,21.77,15
7,7,2015-04-07,22.49,17
5,11,2015-04-08,89.03,3
0,10,2015-04-10,53.39,20
7,8,2015-04-14,42.21,10
11,8,2015-04-02,93.56,4
10,8,2015-04-12,10.70,10
0,13,2015-04-09,29.54,20
2,4,2015-04-04,4.51,16
9,0,2015-04-06,93.46,18
10,6,2015-04-04,30.13,16
3,6,2015-04-08,4.44,18
8,8,2015-04-06,20.95,14
3,12,2015-04-11,66.25,15
7,1,2015-04-06,64.60,2
5,5,2015-04-08,30.23,15
0,3,2015-04-13,76.67,6
6,4,2015-04-01,87.17,1
5,10,2015-04-14,27.13,15
1,11,2015-04-05,85.29,18
3,12,2015-04-11,95.56,13
10,9,2015-04-09,8.97,4
3,0,2015-04-09,76.45,15
8,1,2015-04-07,33.99,8
0,3,2015-04-12,6.05,9
8,8,2015-04-05,61.07,3
11,2,2015-04-02,96.02,8
0,6,2015-04-13,27.25,10
11,12,2015-04-10,6.49,7
4,11,2015-04-07,59.88,18
3,7,2015-04-03,51.11,4
0,13,2015-04-12,20.44,6
5,11,2015-04-08,8.48,6
11,5,2015-04-11,91.27,12
10,8,2015-04-11,57.92,8
1,11,2015-04-08,13.66,9
2,9,2015-04-05,33.42,18
7,3,2015-04-10,97.12,16
9,14,2015-04-08,42.14,16
8,3,2015-04-12,28.37,6
8,12,2015-04-14,55.12,13
7,10,2015-04-07,46.30,18
8,4,2015-04-11,53.98,18
9,6,2015-04-05,3.34,3
1,11,2015-04-11,13.05,12
9,7,2015-04-12,43.80,19
6,9,2015-04-09,6.62,2
1,6,2015-04-04,63.16,7
9,14,2015-04-07,67.60,7
9,0,2015-04-06,11.16,15
7,13,2015-04-07,92.39,17
0,5,2015-04-02,24.91,3
6,0,2015-04-09,100.40,20
9,12,2015-04-03,59.76,10
6,12,2015-04-08,4.27,4
8,5,2015-04-04,63.18,10
10,8,2015-04-14,65.11,20
0,4,2015-04-07,52.39,16
0,11,2015-04-04,34.55,18
5,4,2015-04-14,44.97,16
0,11,2015-04-03,66.46,18
10,7,2015-04-02,93.16,14
11,12,2015-04-07,9.30,15
9,12,2015-04-05,83.22,2
1,3,2015-04-03,30.65,15
0,6,2015-04-02,10.66,6
10,2,2015-04-13,14.28,1
3,1,2015-04-06,74.86,15
10,1,2015-04-01,59.13,18
11,14,2015-04-13,56.43,13
5,9,2015-04-03,5.37,4
10,1,2015-04-13,10.52,15
2,9,2015-04-06,12.67,8
9,8,2015-04-09,32.95,9
5,2,2015-04-07,14.54,3
1,2,2015-04-09,58.67,8
8,9,2015-04-12,83.10,10
8,13,2015-04-07,89.87,7
10,10,2015-04-02,34.57,18
0,0,2015-04-11,18.14,4
0,10,2015-04-10,60.01,6
11,14,2015-04-13,51.96,6
3,11,2015-04-14,99.16,12
8,11,2015-04-07,42.31,8
5,1,2015-04-13,18.69,9
7,6,2015-04-07,22.69,18
6,14,2015-04-12,8.50,16
9,13,2015-04-01,15.01,16
9,10,2015-04-14,100.44,6
11,9,2015-04-10,73.90,13
8,4,2015-04-08,51.72,18
0,11,2015-04-06,93.26,18
8,10,2015-04-11,38.03,3
0,0,2015-04-13,29.43,12
2,1,2015-04-01,53.38,19
8,14,2015-04-05,64.96,2
0,6,2015-04-14,97.79,7
7,3,2015-04-09,17.59,7
8,12,2015-04-12,52.60,15
11,3,2015-04-11,57.19,17
0,10,2015-04-12,93.14,3
0,5,2015-04-04,52.81,20
5,9,2015-04-03,9.60,10
0,1,2015-04-12,55.43,4
3,10,2015-04-04,75.10,10
4,9,2015-04-01,9.53,20
5,0,2015-04-02,24.65,16
6,0,2015-04-08,23.63,18
9,1,2015-04-09,47.56,16
2,9,2015-04-05,39.43,18
10,5,2015-04-14,10.11,14
4,9,2015-04-14,14.67,15
8,14,2015-04-05,52.15,2
6,4,2015-04-02,38.57,15
3,4,2015-04-05,45.91,6
2,11,2015-04-12,61.19,1
5,7,2015-04-13,7.56,15
11,11,2015-04-03,76.46,18
4,8,2015-04-06,51.65,13
7,11,2015-04-04,62.81,4
9,0,2015-04-03,97.73,15
4,1,2015-04-09,72.38,8
3,6,2015-04-12,49.30,9
11,6,2015-04-11,87.29,3
7,7,2015-04-05,84.37,8
1,4,2015-04-01,7.94,10
4,10,2015-04-11,29.09,7
7,3,2015-04-11,73.63,18
9,11,2015-04-07,38.57,4
2,1,2015-04-05,3.89,6
2,13,2015-04-03,48.63,6
10,1,2015-04-02,3.45,12
5,5,2015-04-09,82.67,8
11,2,2015-04-12,17.17,9
4,6,2015-04-02,33.12,18
10,6,2015-04-08,8.93,16
11,10,2015-04-05,18.62,16
10,11,2015-04-11,1.65,6
2,3,2015-04-10,97.62,13
10,6,2015-04-05,87.52,18
4,5,2015-04-04,50.88,18
3,0,2015-04-11,1.91,3
4,14,2015-04-07,72.39,12
0,2,2015-04-07,12.63,19
0,0,2015-04-03,8.47,2
11,5,2015-04-14,20.84,7
9,7,2015-04-13,100.46,7
7,3,2015-04-09,7.30,15
2,12,2015-04-07,5.65,17
8,7,2015-04-11,86.44,3
5,12,2015-04-04,30.07,20
1,14,2015-04-11,51.24,10
8,14,2015-04-04,78.77,4
8,1,2015-04-08,7.51,10
10,3,2015-04-06,33.37,20
9,12,2015-04-03,75.37,16
2,10,2015-04-14,87.41,18
3,14,2015-04-14,14.47,16
7,9,2015-04-12,22.67,18
5,10,2015-04-13,41.64,14
8,5,2015-04-03,83.89,15
8,3,2015-04-03,40.16,2
6,9,2015-04-09,19.86,15
8,0,2015-04-14,96.89,6
9,13,2015-04-11,64.63,1
4,13,2015-04-08,59.85,15
6,14,2015-04-11,31.06,18
9,13,2015-04-11,44.44,13
5,2,2015-04-12,65.09,4
6,14,2015-04-13,66.64,15
11,11,2015-04-02,25.10,8
6,13,2015-04-03,48.85,9
11,3,2015-04-11,60.75,3
3,7,2015-04-04,18.74,8
8,12,2015-04-12,45.84,10
7,13,2015-04-06,44.21,7
2,14,2015-04-01,89.57,18
7,6,2015-04-12,81.87,4
5,10,2015-04-13,64.56,6
9,14,2015-04-08,52.64,6
1,2,2015-04-08,66.02,12
11,11,2015-04-13,18.90,8
6,4,2015-04-04,75.50,9
6,9,2015-04-09,3.63,18
0,14,2015-04-05,69.42,16
3,7,2015-04-06,55.77,16
10,12,2015-04-09,43.84,6
0,12,2015-04-11,58.67,13
2,2,2015-04-10,11.29,18
6,5,2015-04-10,59.71,18
10,8,2015-04-09,4.87,3
1,5,2015-04-07,71.38,12
9,0,2015-04-05,26.88,19
3,9,2015-04-10,76.09,2
9,8,2015-04-08,61.25,7
8,8,2015-04-05,85.94,7
1,4,2015-04-02,54.53,15
0,10,2015-04-09,80.10,17
9,8,2015-04-07,97.59,3
2,1,2015-04-02,22.88,20
4,3,2015-04-13,80.79,10
7,13,2015-04-07,97.62,4
2,3,2015-04-08,78.61,10
4,9,2015-04-01,94.91,20
9,2,2015-04-07,25.98,16
6,14,2015-04-10,63.70,18
2,14,2015-04-10,84.83,16
1,2,2015-04-08,76.54,18
4,11,2015-04-05,20.26,14
9,8,2015-04-10,87.87,15
5,7,2015-04-12,38.86,2
4,12,2015-04-14,50.38,15
5,12,2015-04-03,71.97,6
11,12,2015-04-12,42.94,1
6,7,2015-04-04,37.31,15
6,8,2015-04-11,58.61,18
1,12,2015-04-04,20.32,13
9,5,2015-04-07,60.46,4
3,12,2015-04-12,32.74,15
1,9,2015-04-05,71.05,8
4,12,2015-04-14,57.78,9
9,4,2015-04-01,3.89,3
2,1,2015-04-03,92.24,8
0,4,2015-04-07,60.73,10
5,8,2015-04-07,99.58,7
3,5,2015-04-01,76.13,18
10,2,2015-04-14,84.78,4
0,10,2015-04-10,51.22,6
6,5,2015-04-13,42.10,6
9,7,2015-04-09,29.90,12
3,11,2015-04-03,83.41,8
7,12,2015-04-12,26.88,9
10,7,2015-04-02,3.96,18
5,1,2015-04-10,19.09,16
11,4,2015-04-08,66.56,16
9,14,2015-04-09,23.81,6
10,11,2015-04-13,15.88,13
6,1,2015-04-01,55.47,18
9,6,2015-04-03,78.55,18
4,9,2015-04-01,90.16,3
7,4,2015-04-03,1.92,12
8,4,2015-04-06,94.55,19
11,13,2015-04-04,13.57,2
3,1,2015-04-07,34.78,7
1,10,2015-04-12,70.61,7
11,10,2015-04-05,39.78,15
9,13,2015-04-14,65.56,17
0,2,2015-04-05,4.76,3
1,5,2015-04-07,60.96,20
4,1,2015-04-09,61.38,10
10,7,2015-04-14,55.23,4
7,8,2015-04-01,11.91,10
7,13,2015-04-09,51.76,20
3,12,2015-04-10,27.83,16
3,8,2015-04-13,91.59,18
1,12,2015-04-02,1.86,16
3,7,2015-04-06,56.73,18
11,0,2015-04-10,48.47,14
5,11,2015-04-06,68.78,15
6,11,2015-04-10,5.61,2
4,10,2015-04-09,92.96,15
4,2,2015-04-06,71.30,6
7,14,2015-04-02,64.68,1
5,8,2015-04-08,47.65,15
11,8,2015-04-03,45.41,18
8,5,2015-04-04,54.64,13
5,9,2015-04-04,100.93,4
8,5,2015-04-02,32.52,15
10,7,2015-04-01,17.78,8
11,6,2015-04-11,3.19,9
3,5,2015-04-14,94.63,3
7,6,2015-04-13,38.66,8
6,6,2015-04-04,34.62,10
5,3,2015-04-02,83.79,7
4,6,2015-04-14,75.38,18
8,3,2015-04-12,8.28,4
10,1,2015-04-14,74.44,6
7,12,2015-04-10,2.46,6
2,13,2015-04-03,51.19,12
0,9,2015-04-12,97.72,8
3,6,2015-04-08,11.83,9
0,13,2015-04-10,80.49,18
1,2,2015-04-08,89.91,16
0,6,2015-04-12,58.63,16
3,13,2015-04-08,65.87,6
10,5,2015-04-12,82.15,13
6,4,2015-04-04,82.61,18
10,1,2015-04-05,18.89,18
10,10,2015-04-02,28.10,3
9,0,2015-04-02,46.88,12
6,4,2015-04-02,43.42,19
6,6,2015-04-07,36.24,2
2,12,2015-04-06,52.99,7
9,6,2015-04-03,80.37,7
5,1,2015-04-02,13.65,15
0,12,2015-04-02,12.35,17
10,13,2015-04-13,69.21,3
1,8,2015-04-08,77.41,20
3,5,2015-04-04,83.85,10
9,8,2015-04-09,29.23,4
2,4,2015-04-05,73.44,10
5,4,2015-04-02,61.94,20
4,2,2015-04-07,34.93,16
0,1,2015-04-08,3.19,18
8,6,2015-04-14,4.90,16
11,12,2015-04-11,59.42,18
3,8,2015-04-01,22.46,14
1,1,2015-04-13,29.28,15
0,4,2015-04-07,63.40,2
6,14,2015-04-01,13.52,15
8,14,2015-04-02,41.82,6
5,14,2015-04-07,88.39,1
8,12,2015-04-14,70.19,15
4,11,2015-04-04,53.98,18
3,1,2015-04-09,67.51,13
2,14,2015-04-11,23.63,4
5,10,2015-04-01,74.88,15
10,14,2015-04-09,9.42,8
2,10,2015-04-14,5.61,9
1,5,2015-04-09,1.70,3
9,1,2015-04-01,65.99,8
3,8,2015-04-03,37.76,10
5,2,2015-04-09,43.72,7
0,12,2015-04-14,75.49,18
7,11,2015-04-14,89.84,4
3,14,2015-04-02,40.03,6
4,10,2015-04-09,92.40,6
4,0,2015-04-01,88.93,12
5,9,2015-04-02,58.98,8
2,1,2015-04-01,64.99,9
2,4,2015-04-05,54.20,18
7,9,2015-04-13,66.57,16
0,0,2015-04-12,82.19,16
6,1,2015-04-01,39.17,6
1,6,2015-04-02,15.54,13
0,10,2015-04-09,97.12,18
6,14,2015-04-12,93.13,18
1,10,2015-04-11,14.48,3
11,3,2015-04-11,60.85,12
3,8,2015-04-14,38.45,19
9,0,2015-04-06,96.91,2
11,1,2015-04-09,66.50,7
1,12,2015-04-05,99.71,7
10,3,2015-04-05,54.26,15
8,0,2015-04-01,73.34,17
8,7,2015-04-10,99.38,3
0,2,2015-04-02,85.51,20
6,4,2015-04-03,17.87,10
4,7,2015-04-12,41.51,4
6,7,2015-04-04,28.33,10
1,14,2015-04-09,94.15,20
6,14,2015-04-11,37.27,16
0,0,2015-04-01,95.35,18
8,12,2015-04-01,24.10,16
3,14,2015-04-04,81.38,18
10,12,2015-04-08,99.90,14
6,8,2015-04-09,11.62,15
5,12,2015-04-04,33.48,2
4,13,2015-04-07,79.89,15
4,8,2015-04-03,29.57,6
11,0,2015-04-11,11.76,1
9,10,2015-04-12,77.66,15
3,0,2015-04-08,22.27,18
7,7,2015-04-05,88.55,13
3,14,2015-04-14,6.17,4
2,0,2015-04-09,81.97,15
11,3,2015-04-08,54.55,8
3,13,2015-04-07,11.56,9
10,14,2015-04-09,84.08,3
0,13,2015-04-11,43.76,8
5,1,2015-04-13,37.01,10
4,11,2015-04-03,88.24,7
9,6,2015-04-05,9.03,18
4,11,2015-04-06,89.48,4
6,13,2015-04-01,98.90,6
1,8,2015-04-06,14.38,6
11,5,2015-04-01,60.58,12
2,1,2015-04-01,52.98,8
8,14,2015-04-03,4.72,9
9,12,2015-04-03,66.05,18
8,11,2015-04-05,13.36,16
6,3,2015-04-05,69.68,16
4,11,2015-04-04,58.93,6
6,0,2015-04-09,9.06,13
1,5,2015-04-06,74.41,18
11,6,2015-04-10,26.20,18
4,0,2015-04-11,100.11,3
2,3,2015-04-08,52.55,12
2,10,2015-04-04,56.55,19
7,4,2015-04-04,77.18,2
7,11,2015-04-02,33.07,7
10,5,2015-04-11,28.96,7
6,13,2015-04-01,92.43,15
9,1,2015-04-11,97.65,17
0,4,2015-04-08,46.45,3
9,10,2015-04-12,61.83,20
6,1,2015-04-06,83.60,10
3,1,2015-04-08,4.50,4
9,14,2015-04-09,11.59,10
3,4,2015-04-08,51.42,20
1,14,2015-04-05,37.24,16
9,13,2015-04-11,46.66,18
6,4,2015-04-03,28.15,16
10,9,2015-04-09,13.53,18
5,13,2015-04-13,100.84,14
6,12,2015-04-06,31.93,15
9,2,2015-04-10,21.98,2
0,8,2015-04-04,93.65,15
5,7,2015-04-14,80.69,6
10,12,2015-04-07,28.28,1
8,13,2015-04-13,4.47,15
9,12,2015-04-02,82.08,18
5,11,2015-04-07,29.38,13
10,7,2015-04-03,69.23,4
11,8,2015-04-12,6.17,15
9,10,2015-04-13,46.23,8
11,7,2015-04-08,97.59,9
4,1,2015-04-12,67.02,3
9,13,2015-04-12,23.29,8
6,1,2015-04-03,98.27,10
3,8,2015-04-03,57.99,7
3,14,2015-04-05,70.14,18
4,10,2015-04-09,98.08,4
7,2,2015-04-13,100.39,6
7,1,2015-04-04,29.70,6
3,5,2015-04-11,93.65,12
11,0,2015-04-10,54.22,8
7,10,2015-04-07,52.05,9
11,5,2015-04-14,100.04,18
10,3,2015-04-06,36.97,16
11,12,2015-04-13,14.73,16
4,4,2015-04-06,95.59,6
11,0,2015-04-10,31.99,13
8,7,2015-04-08,69.91,18
1,9,2015-04-06,28.38,18
6,11,2015-04-11,8.90,3
6,9,2015-04-10,93.21,12
6,0,2015-04-09,89.82,19
3,11,2015-04-14,97.82,2
7,4,2015-04-06,15.19,7
10,13,2015-04-14,24.69,7
2,3,2015-04-08,78.36,15
5,12,2015-04-01,15.34,17
10,1,2015-04-04,52.24,3
3,13,2015-04-07,15.98,20
0,13,2015-04-10,89.90,10
5,10,2015-04-12,79.34,4
4,5,2015-04-04,71.73,10
3,3,2015-04-09,15.18,20
7,8,2015-04-14,37.11,16
9,12,2015-04-04,38.73,18
6,11,2015-04-13,16.07,16
5,14,2015-04-09,12.77,18
4,7,2015-04-10,16.69,14
9,9,2015-04-06,28.12,15
5,9,2015-04-06,33.71,2
8,9,2015-04-14,23.99,15
0,9,2015-04-03,36.61,6
3,5,2015-04-02,53.07,1
10,10,2015-04-01,76.41,15
10,14,2015-04-11,48.20,18
6,4,2015-04-01,81.49,13
2,6,2015-04-06,85.46,4
4,3,2015-04-14,50.81,15
4,7,2015-04-09,44.63,8
11,8,2015-04-14,31.80,9
5,7,2015-04-12,31.69,3
11,0,2015-04-10,33.14,8
8,8,2015-04-03,39.65,10
5,0,2015-04-05,56.00,7
7,6,2015-04-10,34.41,18
8,6,2015-04-14,4.73,4
0,13,2015-04-08,74.20,6
2,12,2015-04-07,8.21,6
10,14,2015-04-11,46.07,12
5,14,2015-04-07,74.73,8
0,1,2015-04-10,38.63,9
10,2,2015-04-09,35.12,18
6,10,2015-04-01,56.48,16
11,1,2015-04-06,66.81,16
6,10,2015-04-01,81.28,6
0,11,2015-04-05,7.03,13
3,5,2015-04-01,65.44,18
4,12,2015-04-13,16.69,18
4,6,2015-04-01,62.29,3
1,12,2015-04-03,54.05,12
2,7,2015-04-04,34.03,19
4,14,2015-04-06,31.93,2
7,3,2015-04-12,35.48,7
1,8,2015-04-06,21.58,7
2,8,2015-04-14,66.45,15
1,6,2015-04-14,84.52,17
0,11,2015-04-07,45.95,3
7,13,2015-04-05,54.04,20
8,11,2015-04-04,51.55,10
3,12,2015-04-09,44.19,4
11,9,2015-04-11,20.14,10
3,13,2015-04-05,67.86,20
3,6,2015-04-08,84.13,16
9,9,2015-04-07,98.53,18
2,1,2015-04-02,21.28,16
3,13,2015-04-05,55.43,18
8,1,2015-04-10,26.71,14
3,12,2015-04-10,11.65,15
6,3,2015-04-05,71.95,2
5,4,2015-04-02,74.71,15
11,8,2015-04-14,35.59,6
8,5,2015-04-03,94.81,1
3,7,2015-04-05,77.12,15
10,1,2015-04-02,9.84,18
9,11,2015-04-09,68.82,13
2,0,2015-04-07,45.31,4
8,2,2015-04-05,5.46,15
1,6,2015-04-04,43.17,8
10,4,2015-04-03,4.96,9
9,14,2015-04-08,44.82,3
8,6,2015-04-02,11.54,8
10,2,2015-04-11,68.06,10
7,0,2015-04-10,47.89,7
4,10,2015-04-13,50.87,18
2,6,2015-04-05,8.54,4
3,5,2015-04-02,46.75,6
6,4,2015-04-01,83.40,6
3,12,2015-04-09,58.54,12
7,5,2015-04-01,63.71,8
3,10,2015-04-07,47.96,9
9,10,2015-04-13,29.44,18
2,0,2015-04-07,51.15,16
0,7,2015-04-08,97.41,16
4,12,2015-04-13,7.90,6
0,12,2015-04-11,56.81,13
1,14,2015-04-10,85.26,18
2,8,2015-04-13,81.51,18
9,5,2015-04-06,89.24,3
7,5,2015-04-13,46.47,12
10,2,2015-04-01,49.98,19
6,1,2015-04-02,18.27,2
2,7,2015-04-14,56.47,7
8,11,2015-04-05,27.69,7
2,4,2015-04-02,64.09,15
4,1,2015-04-08,77.37,17
6,5,2015-04-12,87.17,3
9,2,2015-04-05,69.54,20
5,5,2015-04-08,31.38,10
0,3,2015-04-13,70.81,4
3,2,2015-04-14,83.46,10
11,2,2015-04-12,29.77,20
10,10,2015-04-03,90.92,16
0,10,2015-04-11,12.54,18
10,14,2015-04-13,75.46,16
4,10,2015-04-08,4.79,18
10,3,2015-04-08,70.46,14
0,4,2015-04-12,19.36,15
3,13,2015-04-05,70.54,2
4,14,2015-04-04,67.94,15
1,11,2015-04-10,27.08,6
4,2,2015-04-04,25.70,1
11,14,2015-04-13,59.19,15
6,2,2015-04-14,61.00,18
11,0,2015-04-09,66.64,13
2,14,2015-04-10,54.62,4
9,6,2015-04-03,76.17,15
3,3,2015-04-12,40.56,8
4,8,2015-04-05,80.46,9
10,2,2015-04-11,51.78,3
10,13,2015-04-02,82.41,8
4,3,2015-04-12,10.30,10
11,10,2015-04-09,96.44,7
7,1,2015-04-06,85.24,18
4,4,2015-04-07,63.10,4
6,12,2015-04-05,78.11,6
10,13,2015-04-01,17.95,6
11,1,2015-04-03,70.07,12
0,1,2015-04-11,18.52,8
0,10,2015-04-11,16.80,9
1,14,2015-04-06,99.56,18
2,0,2015-04-08,27.38,16
11,14,2015-04-02,65.87,16
6,11,2015-04-10,14.34,6
9,6,2015-04-02,21.38,13
3,13,2015-04-07,10.72,18
9,12,2015-04-05,83.40,18
1,3,2015-04-05,77.81,3
9,9,2015-04-05,72.30,12
5,0,2015-04-02,36.98,19
1,7,2015-04-14,64.96,2
2,14,2015-04-12,23.86,7
6,12,2015-04-06,61.07,7
1,14,2015-04-07,53.38,15
1,14,2015-04-06,100.52,17
2,0,2015-04-06,93.61,3
9,2,2015-04-07,6.00,20
8,5,2015-04-06,15.95,10
9,10,2015-04-13,24.80,4
11,1,2015-04-07,51.65,10
10,12,2015-04-06,46.19,20
5,0,2015-04-06,97.71,16
0,5,2015-04-06,12.29,18
7,13,2015-04-06,38.52,16
0,13,2015-04-08,54.78,18
4,3,2015-04-01,9.23,14
7,10,2015-04-04,68.41,15
1,6,2015-04-01,55.22,2
9,3,2015-04-03,38.94,15
5,2,2015-04-07,21.50,6
4,2,2015-04-03,59.79,1
5,8,2015-04-10,4.63,15
2,11,2015-04-08,83.22,18
9,6,2015-04-02,8.66,13
8,6,2015-04-01,67.69,4
4,10,2015-04-07,55.62,15
1,14,2015-04-08,33.26,8
3,7,2015-04-06,42.40,9
4,6,2015-04-11,89.24,3
8,10,2015-04-08,12.84,8
3,0,2015-04-08,14.48,10
3,14,2015-04-13,66.66,7
10,8,2015-04-01,29.58,18
5,9,2015-04-07,84.50,4
7,6,2015-04-07,25.81,6
7,8,2015-04-03,48.55,6
10,14,2015-04-12,100.56,12
5,3,2015-04-01,97.27,8
11,14,2015-04-02,59.27,9
2,6,2015-04-08,89.16,18
1,13,2015-04-12,20.77,16
5,9,2015-04-02,39.64,16
4,8,2015-04-03,54.92,6
1,0,2015-04-04,66.42,13
0,2,2015-04-03,71.31,18
11,9,2015-04-08,19.97,18
7,10,2015-04-09,10.81,3
2,11,2015-04-10,29.23,12
4,2,2015-04-05,87.89,19
3,13,2015-04-07,16.50,2
0,13,2015-04-10,79.53,7
0,11,2015-04-03,80.32,7
5,0,2015-04-05,47.50,15
2,8,2015-04-12,23.95,17
7,6,2015-04-11,5.85,3
5,1,2015-04-14,7.08,20
1,6,2015-04-03,93.61,10
0,8,2015-04-05,72.64,4
6,5,2015-04-09,71.46,10
5,0,2015-04-04,67.07,20
1,8,2015-04-08,56.89,16
5,9,2015-04-03,18.36,18
4,7,2015-04-09,29.80,16
4,12,2015-04-14,73.38,18
6,7,2015-04-02,93.24,14
11,0,2015-04-09,78.00,15
8,1,2015-04-07,39.66,2
3,3,2015-04-09,24.37,15
11,3,2015-04-13,84.65,6
10,0,2015-04-09,98.72,1
7,4,2015-04-05,44.30,15
1,4,2015-04-14,36.32,18
7,3,2015-04-12,8.54,13
11,6,2015-04-10,24.64,4
3,11,2015-04-03,99.04,15
4,14,2015-04-06,13.50,8
10,13,2015-04-03,45.83,9
9,9,2015-04-02,64.10,3
4,14,2015-04-03,13.99,8
2,8,2015-04-11,45.29,10
6,5,2015-04-10,41.84,7
1,3,2015-04-01,21.60,18
0,9,2015-04-02,59.51,4
3,10,2015-04-06,2.73,6
2,0,2015-04-07,55.33,6
1,14,2015-04-06,97.31,12
0,5,2015-04-05,35.17,8
7,2,2015-04-01,20.08,9
1,1,2015-04-14,78.90,18
10,1,2015-04-03,75.65,16
3,5,2015-04-03,95.89,16
4,13,2015-04-10,1.27,6
0,3,2015-04-01,6.59,13
5,1,2015-04-11,98.28,18
0,4,2015-04-09,15.84,18
5,0,2015-04-06,10.13,3
6,7,2015-04-01,30.39,12
6,11,2015-04-09,43.94,19
0,0,2015-04-02,47.97,2
7,11,2015-04-02,32.61,7
9,1,2015-04-12,39.74,7
5,4,2015-04-14,27.20,15
2,3,2015-04-05,51.50,17
6,4,2015-04-04,1.62,3
8,7,2015-04-10,23.76,20
1,13,2015-04-11,55.70,10
11,0,2015-04-08,20.91,4
6,3,2015-04-07,99.80,10
3,7,2015-04-05,75.83,20
9,9,2015-04-02,65.16,16
5,4,2015-04-10,47.07,18
5,11,2015-04-05,5.38,16
1,9,2015-04-04,72.46,18
4,12,2015-04-14,57.35,14
9,1,2015-04-10,40.34,15
10,4,2015-04-03,29.64,2
10,10,2015-04-05,37.38,15
9,11,2015-04-06,59.44,6
1,0,2015-04-03,98.11,1
4,13,2015-04-11,76.98,15
11,9,2015-04-12,96.49,18
3,8,2015-04-01,100.19,13
1,12,2015-04-05,87.34,4
3,13,2015-04-04,82.28,15
10,1,2015-04-03,86.54,8
9,3,2015-04-03,56.08,9
2,6,2015-04-06,66.13,3
5,4,2015-04-13,79.77,8
6,4,2015-04-02,44.41,10
7,9,2015-04-09,9.51,7
2,14,2015-04-01,2.99,18
2,14,2015-04-12,94.10,4
2,1,2015-04-14,72.42,6
6,8,2015-04-11,56.60,6
0,5,2015-04-04,85.46,12
10,12,2015-04-09,69.21,8
1,10,2015-04-13,54.02,9
2,8,2015-04-11,61.85,18
2,2,2015-04-11,79.20,16
1,4,2015-04-12,93.19,16
1,10,2015-04-12,88.85,6
9,6,2015-04-03,66.76,13
10,6,2015-04-07,39.90,18
3,6,2015-04-10,16.32,18
10,12,2015-04-08,4.09,3
8,4,2015-04-09,20.60,12
8,1,2015-04-09,72.53,19
3,6,2015-04-13,46.79,2
10,14,2015-04-12,14.35,7
0,13,2015-04-11,70.65,7
7,3,2015-04-12,11.26,15
0,13,2015-04-11,78.30,17
0,11,2015-04-03,82.61,3
7,7,2015-04-04,33.29,20
3,8,2015-04-02,64.39,10
7,0,2015-04-08,29.92,4
11,0,2015-04-12,84.64,10
7,10,2015-04-07,48.23,20
10,12,2015-04-07,27.17,16
8,9,2015-04-13,52.67,18
4,2,2015-04-02,2.57,16
3,8,2015-04-03,53.20,18
1,12,2015-04-13,77.36,14
7,10,2015-04-04,65.41,15
11,12,2015-04-10,7.35,2
4,10,2015-04-10,60.75,15
11,1,2015-04-06,79.87,6
0,14,2015-04-06,14.21,1
10,13,2015-04-03,44.58,15
8,6,2015-04-03,78.02,18
5,14,2015-04-06,90.56,13
9,1,2015-04-11,79.57,4
3,0,2015-04-09,95.31,15
5,6,2015-04-03,85.67,8
8,2,2015-04-08,4.84,9
8,7,2015-04-12,58.19,3
3,9,2015-04-09,7.08,8
1,5,2015-04-07,55.55,10
1,0,2015-04-06,18.83,7
11,5,2015-04-03,96.64,18
4,0,2015-04-12,61.58,4
6,14,2015-04-14,34.49,6
7,14,2015-04-02,81.16,6
2,11,2015-04-11,84.01,12
5,9,2015-04-01,81.28,8
